"capture" "gender" "age" "reason" "nation"
"722" 1 0 1 1 "North Africa"
"723" 1 0 1 0 "North Africa"
"724" 1 0 1 0 "American and Australia"
"725" 1 0 1 0 "Turkey"
"726" 1 0 1 1 "Rest of Africa"
"727" 1 0 1 0 "American and Australia"
"728" 1 0 1 0 "American and Australia"
"729" 1 0 1 0 "Rest of Africa"
"730" 1 0 1 0 "North Africa"
"731" 1 0 1 0 "North Africa"
"732" 1 0 1 0 "North Africa"
"733" 1 0 1 0 "North Africa"
"734" 2 0 1 0 "North Africa"
"735" 1 0 1 0 "American and Australia"
"736" 1 0 1 0 "American and Australia"
"737" 1 0 1 0 "North Africa"
"738" 1 0 1 0 "Rest of Africa"
"739" 1 0 1 1 "North Africa"
"740" 1 0 1 0 "Asia"
"741" 2 0 1 0 "North Africa"
"742" 1 0 1 0 "North Africa"
"743" 1 0 1 0 "North Africa"
"744" 1 0 1 0 "North Africa"
"745" 1 0 1 0 "Asia"
"746" 1 0 0 0 "Asia"
"747" 1 0 1 1 "Asia"
"748" 1 0 1 0 "North Africa"
"749" 1 0 1 0 "North Africa"
"750" 1 0 1 0 "American and Australia"
"751" 1 0 1 0 "American and Australia"
"752" 1 0 1 0 "Asia"
"753" 1 0 1 1 "Asia"
"754" 1 0 1 1 "Rest of Africa"
"755" 1 0 1 0 "North Africa"
"756" 1 0 1 0 "North Africa"
"757" 1 0 1 0 "North Africa"
"758" 1 0 1 0 "North Africa"
"759" 1 0 1 0 "American and Australia"
"760" 1 0 1 1 "Asia"
"761" 1 0 1 0 "Asia"
"762" 1 0 1 0 "North Africa"
"763" 1 0 1 0 "North Africa"
"764" 1 0 1 0 "American and Australia"
"765" 1 0 1 1 "Rest of Africa"
"766" 1 0 1 0 "Surinam"
"767" 1 0 1 0 "Rest of Africa"
"768" 1 0 1 0 "American and Australia"
"769" 1 0 1 0 "North Africa"
"770" 2 0 1 0 "Asia"
"771" 1 0 1 0 "North Africa"
"772" 1 0 1 0 "North Africa"
"773" 1 0 1 1 "North Africa"
"774" 1 0 1 0 "North Africa"
"775" 2 0 1 1 "North Africa"
"776" 1 0 1 0 "North Africa"
"777" 1 0 1 1 "Turkey"
"778" 1 0 1 0 "North Africa"
"779" 1 0 1 0 "North Africa"
"780" 1 0 1 1 "North Africa"
"781" 1 0 1 1 "North Africa"
"782" 1 0 1 0 "North Africa"
"783" 1 0 1 0 "North Africa"
"784" 1 0 1 0 "North Africa"
"785" 1 0 1 0 "North Africa"
"786" 1 0 1 0 "North Africa"
"787" 1 0 1 0 "North Africa"
"788" 1 0 1 0 "Asia"
"789" 1 0 1 0 "North Africa"
"790" 1 0 1 0 "American and Australia"
"791" 1 0 1 1 "Rest of Africa"
"792" 1 0 1 1 "Asia"
"793" 1 0 1 0 "American and Australia"
"794" 1 0 1 1 "North Africa"
"795" 1 0 1 0 "Rest of Africa"
"796" 2 0 1 0 "North Africa"
"797" 1 0 1 0 "North Africa"
"798" 1 0 1 0 "Asia"
"799" 1 0 1 0 "Rest of Africa"
"800" 1 0 0 0 "Surinam"
"801" 1 0 1 0 "North Africa"
"802" 1 0 1 1 "North Africa"
"803" 1 0 1 0 "North Africa"
"804" 1 0 1 1 "American and Australia"
"805" 1 0 1 0 "Rest of Africa"
"806" 1 0 1 1 "North Africa"
"807" 1 0 0 0 "Turkey"
"808" 1 0 1 0 "North Africa"
"809" 1 0 1 0 "North Africa"
"810" 2 0 1 0 "North Africa"
"811" 1 0 1 0 "Asia"
"812" 1 0 1 0 "North Africa"
"813" 1 0 1 0 "Asia"
"814" 1 0 1 0 "Rest of Africa"
"815" 1 0 1 1 "North Africa"
"816" 1 0 1 1 "Rest of Africa"
"817" 1 0 1 0 "North Africa"
"818" 1 0 1 0 "North Africa"
"819" 1 0 0 1 "Rest of Africa"
"820" 1 0 1 0 "Turkey"
"821" 1 0 1 0 "North Africa"
"822" 1 0 1 0 "North Africa"
"823" 1 0 1 0 "North Africa"
"824" 1 0 0 1 "North Africa"
"825" 1 0 1 0 "Surinam"
"826" 1 0 1 1 "Surinam"
"827" 1 0 1 0 "American and Australia"
"828" 1 0 1 0 "Rest of Africa"
"829" 1 0 1 0 "North Africa"
"830" 1 0 1 0 "Asia"
"831" 1 0 1 0 "North Africa"
"832" 1 0 1 1 "Asia"
"833" 1 0 0 0 "Rest of Africa"
"834" 1 0 1 1 "Surinam"
"835" 1 0 1 0 "Asia"
"836" 1 0 1 1 "North Africa"
"837" 1 0 1 0 "Rest of Africa"
"838" 1 0 0 0 "American and Australia"
"839" 1 0 1 0 "North Africa"
"840" 1 0 1 0 "American and Australia"
"841" 1 0 1 1 "North Africa"
"842" 1 0 1 0 "American and Australia"
"843" 1 0 1 1 "Rest of Africa"
"844" 1 0 1 0 "American and Australia"
"845" 1 0 1 1 "North Africa"
"846" 1 0 1 0 "American and Australia"
"847" 2 0 1 1 "Rest of Africa"
"848" 1 0 1 0 "North Africa"
"849" 1 0 1 0 "North Africa"
"850" 1 0 1 1 "American and Australia"
"851" 1 0 1 0 "American and Australia"
"852" 1 0 1 0 "Asia"
"853" 1 0 1 0 "Asia"
"854" 1 0 1 0 "North Africa"
"855" 1 0 1 0 "North Africa"
"856" 1 0 1 0 "North Africa"
"857" 2 0 1 0 "North Africa"
"858" 1 0 1 1 "North Africa"
"859" 1 0 1 0 "North Africa"
"860" 1 0 1 0 "Asia"
"861" 1 0 1 0 "Asia"
"862" 1 0 1 0 "North Africa"
"863" 1 0 1 0 "Asia"
"864" 1 0 1 0 "Rest of Africa"
"865" 2 0 1 1 "North Africa"
"866" 1 0 1 0 "North Africa"
"867" 1 0 1 0 "Rest of Africa"
"868" 1 0 1 0 "Asia"
"869" 1 0 1 0 "Asia"
"870" 2 0 1 0 "Rest of Africa"
"871" 1 0 1 0 "Asia"
"872" 1 0 1 0 "North Africa"
"873" 1 0 1 0 "North Africa"
"874" 1 0 1 0 "North Africa"
"875" 1 0 1 0 "Surinam"
"876" 1 0 0 0 "Turkey"
"877" 1 0 1 0 "Surinam"
"878" 2 0 0 0 "North Africa"
"879" 1 0 0 0 "American and Australia"
"880" 1 0 1 0 "North Africa"
"881" 1 0 1 0 "Rest of Africa"
"882" 1 0 1 0 "Rest of Africa"
"883" 1 0 1 1 "Asia"
"884" 1 0 1 0 "North Africa"
"885" 1 0 1 0 "Turkey"
"886" 1 0 1 0 "American and Australia"
"887" 1 0 1 0 "Rest of Africa"
"888" 1 0 1 0 "North Africa"
"889" 1 0 1 0 "American and Australia"
"890" 1 0 1 0 "American and Australia"
"891" 1 0 1 0 "Rest of Africa"
"892" 1 0 1 0 "American and Australia"
"893" 1 0 1 0 "Surinam"
"894" 1 0 1 0 "Rest of Africa"
"895" 1 0 1 1 "American and Australia"
"896" 1 0 1 0 "Rest of Africa"
"897" 1 0 1 0 "North Africa"
"898" 1 0 1 0 "North Africa"
"899" 1 0 1 0 "North Africa"
"900" 4 0 1 0 "Asia"
"901" 1 0 1 0 "North Africa"
"902" 1 0 1 0 "American and Australia"
"903" 1 0 1 0 "North Africa"
"904" 1 0 1 1 "North Africa"
"905" 1 0 1 0 "Asia"
"906" 1 0 1 0 "North Africa"
"907" 1 0 1 0 "North Africa"
"908" 1 0 1 0 "North Africa"
"909" 1 0 1 1 "American and Australia"
"910" 1 0 1 0 "American and Australia"
"911" 1 0 1 0 "North Africa"
"912" 1 0 1 0 "American and Australia"
"913" 1 0 1 1 "Asia"
"914" 1 0 1 0 "Surinam"
"915" 1 0 1 0 "American and Australia"
"916" 1 0 1 1 "Rest of Africa"
"917" 3 0 1 0 "North Africa"
"918" 2 0 1 0 "North Africa"
"919" 1 0 1 0 "North Africa"
"920" 1 0 1 0 "American and Australia"
"921" 1 0 1 0 "Turkey"
"922" 1 0 1 0 "Rest of Africa"
"923" 1 0 1 1 "Asia"
"924" 1 0 1 0 "Asia"
"925" 1 0 1 0 "North Africa"
"926" 1 0 1 0 "North Africa"
"927" 1 0 1 1 "Asia"
"928" 1 0 1 0 "North Africa"
"929" 1 0 1 0 "North Africa"
"930" 1 0 1 0 "North Africa"
"931" 1 0 1 0 "American and Australia"
"932" 1 0 1 0 "North Africa"
"933" 1 0 1 0 "American and Australia"
"934" 1 0 1 0 "Rest of Africa"
"935" 1 0 0 0 "American and Australia"
"936" 1 0 1 0 "North Africa"
"937" 1 0 1 0 "Surinam"
"938" 1 0 1 0 "North Africa"
"939" 1 0 1 0 "Asia"
"940" 1 0 1 0 "American and Australia"
"941" 1 0 0 0 "American and Australia"
"942" 1 0 1 0 "Surinam"
"943" 1 0 1 0 "Rest of Africa"
"944" 1 0 1 0 "Rest of Africa"
"945" 1 0 1 0 "North Africa"
"946" 1 0 1 1 "Turkey"
"947" 1 0 1 0 "North Africa"
"948" 1 0 1 0 "Asia"
"949" 1 0 1 0 "North Africa"
"950" 1 0 1 0 "Asia"
"951" 1 0 1 0 "North Africa"
"952" 1 0 1 0 "North Africa"
"953" 3 0 1 0 "North Africa"
"954" 1 1 1 0 "North Africa"
"955" 1 1 1 0 "Turkey"
"956" 1 1 1 0 "American and Australia"
"957" 1 1 1 0 "American and Australia"
"958" 1 1 1 0 "North Africa"
"959" 1 1 1 0 "North Africa"
"960" 1 1 1 0 "North Africa"
"961" 1 1 1 0 "Rest of Africa"
"962" 2 1 1 0 "North Africa"
"963" 2 1 1 0 "American and Australia"
"964" 2 1 1 0 "North Africa"
"965" 1 1 1 0 "North Africa"
"966" 1 1 1 0 "North Africa"
"967" 1 1 1 0 "North Africa"
"968" 1 1 1 0 "North Africa"
"969" 2 1 1 0 "North Africa"
"970" 1 1 1 0 "North Africa"
"971" 1 1 1 0 "North Africa"
"972" 1 1 1 0 "North Africa"
"973" 1 0 1 1 "Rest of Africa"
"974" 1 1 1 0 "North Africa"
"975" 1 1 1 1 "Asia"
"976" 1 1 1 0 "North Africa"
"977" 1 1 1 1 "North Africa"
"978" 1 1 1 1 "North Africa"
"979" 1 1 1 1 "North Africa"
"980" 1 1 0 0 "North Africa"
"981" 1 1 1 0 "American and Australia"
"982" 1 0 1 0 "North Africa"
"983" 1 1 1 0 "American and Australia"
"984" 1 1 1 1 "North Africa"
"985" 1 1 1 0 "American and Australia"
"986" 1 1 1 0 "American and Australia"
"987" 1 0 1 0 "Rest of Africa"
"988" 1 0 1 0 "Rest of Africa"
"989" 1 0 1 0 "Rest of Africa"
"990" 1 1 1 0 "North Africa"
"991" 1 1 1 0 "North Africa"
"992" 1 1 1 0 "American and Australia"
"993" 1 0 1 0 "Asia"
"994" 1 1 1 0 "Rest of Africa"
"995" 1 1 1 0 "North Africa"
"996" 1 1 1 1 "North Africa"
"997" 1 1 1 0 "North Africa"
"998" 1 1 1 0 "North Africa"
"999" 1 1 1 1 "Asia"
"1000" 1 1 1 0 "Asia"
"1001" 1 1 1 0 "Asia"
"1002" 1 0 1 0 "Rest of Africa"
"1003" 1 1 1 0 "North Africa"
"1004" 1 1 1 0 "Asia"
"1005" 1 0 1 0 "North Africa"
"1006" 1 1 1 0 "North Africa"
"1007" 1 1 1 0 "North Africa"
"1008" 2 1 1 0 "North Africa"
"1009" 1 1 1 0 "North Africa"
"1010" 1 1 1 0 "Rest of Africa"
"1011" 1 1 1 0 "North Africa"
"1012" 1 1 1 0 "North Africa"
"1013" 1 1 0 0 "North Africa"
"1014" 1 1 1 0 "North Africa"
"1015" 1 1 1 0 "Rest of Africa"
"1016" 1 0 1 0 "Rest of Africa"
"1017" 1 1 1 1 "North Africa"
"1018" 1 1 1 0 "North Africa"
"1019" 1 1 1 0 "North Africa"
"1020" 1 1 1 0 "North Africa"
"1021" 1 1 1 0 "North Africa"
"1022" 1 1 1 0 "North Africa"
"1023" 1 1 1 0 "Turkey"
"1024" 1 1 1 0 "North Africa"
"1025" 1 1 1 0 "American and Australia"
"1026" 1 1 1 0 "North Africa"
"1027" 1 1 1 0 "North Africa"
"1028" 1 1 1 0 "Rest of Africa"
"1029" 1 1 1 0 "North Africa"
"1030" 1 1 1 0 "Surinam"
"1031" 2 1 1 1 "North Africa"
"1032" 1 1 1 0 "North Africa"
"1033" 1 1 1 0 "North Africa"
"1034" 1 1 1 1 "Asia"
"1035" 1 1 1 0 "North Africa"
"1036" 2 1 1 0 "North Africa"
"1037" 2 1 1 0 "North Africa"
"1038" 1 0 1 0 "Surinam"
"1039" 2 1 1 1 "North Africa"
"1040" 2 1 1 0 "North Africa"
"1041" 2 1 1 0 "North Africa"
"1042" 1 1 1 0 "American and Australia"
"1043" 2 1 1 0 "North Africa"
"1044" 2 1 1 0 "North Africa"
"1045" 1 1 1 0 "North Africa"
"1046" 1 1 1 1 "North Africa"
"1047" 2 1 1 1 "North Africa"
"1048" 1 1 1 0 "American and Australia"
"1049" 2 1 1 0 "North Africa"
"1050" 3 1 1 0 "North Africa"
"1051" 1 0 1 0 "Turkey"
"1052" 2 1 1 0 "North Africa"
"1053" 2 1 1 0 "Turkey"
"1054" 1 1 1 0 "Asia"
"1055" 1 1 1 1 "North Africa"
"1056" 2 1 1 0 "North Africa"
"1057" 2 1 1 0 "North Africa"
"1058" 1 1 1 0 "North Africa"
"1059" 1 1 1 0 "American and Australia"
"1060" 2 1 1 1 "North Africa"
"1061" 1 1 1 0 "American and Australia"
"1062" 1 1 1 0 "Rest of Africa"
"1063" 1 1 1 0 "North Africa"
"1064" 1 1 1 0 "Rest of Africa"
"1065" 1 1 1 0 "North Africa"
"1066" 1 1 1 0 "North Africa"
"1067" 2 1 1 0 "North Africa"
"1068" 1 1 1 0 "North Africa"
"1069" 1 1 1 0 "North Africa"
"1070" 1 0 1 0 "Surinam"
"1071" 1 1 1 0 "American and Australia"
"1072" 2 1 1 0 "North Africa"
"1073" 1 1 1 0 "North Africa"
"1074" 1 1 1 0 "Asia"
"1075" 1 1 1 0 "North Africa"
"1076" 1 1 1 0 "North Africa"
"1077" 2 1 1 0 "North Africa"
"1078" 1 1 1 0 "North Africa"
"1079" 3 1 1 0 "North Africa"
"1080" 1 1 1 0 "North Africa"
"1081" 1 1 1 0 "North Africa"
"1082" 2 1 1 0 "North Africa"
"1083" 4 1 1 1 "American and Australia"
"1084" 4 1 1 0 "North Africa"
"1085" 1 1 1 0 "American and Australia"
"1086" 1 1 0 0 "Rest of Africa"
"1087" 1 1 1 0 "Turkey"
"1088" 1 1 1 0 "North Africa"
"1089" 1 1 1 0 "North Africa"
"1090" 1 1 1 0 "North Africa"
"1091" 1 1 1 0 "North Africa"
"1092" 2 1 1 0 "North Africa"
"1093" 1 1 1 0 "North Africa"
"1094" 1 1 1 0 "North Africa"
"1095" 1 1 1 0 "American and Australia"
"1096" 1 1 1 1 "American and Australia"
"1097" 1 1 1 0 "North Africa"
"1098" 1 1 1 0 "Rest of Africa"
"1099" 1 1 1 0 "North Africa"
"1100" 1 1 1 0 "North Africa"
"1101" 1 1 1 0 "North Africa"
"1102" 2 1 1 0 "North Africa"
"1103" 1 1 1 0 "Surinam"
"1104" 1 0 1 0 "Turkey"
"1105" 1 1 1 0 "North Africa"
"1106" 1 1 1 0 "Turkey"
"1107" 1 1 1 1 "North Africa"
"1108" 1 1 1 0 "Asia"
"1109" 1 1 1 0 "Asia"
"1110" 1 0 0 0 "American and Australia"
"1111" 1 0 0 0 "American and Australia"
"1112" 1 1 1 0 "North Africa"
"1113" 1 1 1 1 "North Africa"
"1114" 3 0 1 0 "American and Australia"
"1115" 1 1 1 0 "North Africa"
"1116" 1 1 0 0 "North Africa"
"1117" 1 1 1 0 "North Africa"
"1118" 2 1 1 1 "North Africa"
"1119" 1 1 1 0 "North Africa"
"1120" 1 1 1 0 "Asia"
"1121" 2 1 1 0 "North Africa"
"1122" 2 1 1 0 "North Africa"
"1123" 1 1 1 0 "North Africa"
"1124" 1 1 1 0 "North Africa"
"1125" 1 1 1 1 "American and Australia"
"1126" 1 1 1 1 "North Africa"
"1127" 1 1 1 0 "Asia"
"1128" 1 1 1 0 "North Africa"
"1129" 1 1 1 0 "American and Australia"
"1130" 2 1 1 0 "North Africa"
"1131" 1 1 1 0 "North Africa"
"1132" 1 1 1 0 "Asia"
"1133" 1 0 0 0 "Surinam"
"1134" 1 1 0 0 "American and Australia"
"1135" 1 1 1 0 "Turkey"
"1136" 1 1 1 0 "North Africa"
"1137" 2 1 1 0 "North Africa"
"1138" 1 1 1 0 "North Africa"
"1139" 1 0 1 0 "Asia"
"1140" 1 1 1 0 "Rest of Africa"
"1141" 1 1 1 0 "Asia"
"1142" 1 1 1 1 "North Africa"
"1143" 1 1 1 0 "Rest of Africa"
"1144" 1 1 1 1 "North Africa"
"1145" 1 0 1 0 "American and Australia"
"1146" 1 1 1 0 "North Africa"
"1147" 1 1 1 0 "North Africa"
"1148" 1 1 1 0 "North Africa"
"1149" 1 1 1 0 "North Africa"
"1150" 1 1 1 0 "North Africa"
"1151" 1 1 1 0 "North Africa"
"1152" 2 1 1 0 "North Africa"
"1153" 1 0 1 0 "Asia"
"1154" 2 1 1 0 "North Africa"
"1155" 1 1 1 0 "North Africa"
"1156" 1 1 1 0 "North Africa"
"1157" 1 0 1 0 "Turkey"
"1158" 1 1 1 0 "North Africa"
"1159" 1 1 1 0 "North Africa"
"1160" 2 1 1 0 "North Africa"
"1161" 2 1 1 0 "North Africa"
"1162" 2 1 1 0 "North Africa"
"1163" 1 1 1 0 "Rest of Africa"
"1164" 1 1 1 0 "Rest of Africa"
"1165" 3 1 1 0 "North Africa"
"1166" 1 1 1 0 "Rest of Africa"
"1167" 1 1 0 0 "Turkey"
"1168" 1 1 0 0 "Turkey"
"1169" 1 1 1 0 "North Africa"
"1170" 1 1 1 0 "North Africa"
"1171" 3 1 1 0 "North Africa"
"1172" 1 1 1 0 "Asia"
"1173" 1 1 1 0 "North Africa"
"1174" 2 1 1 0 "North Africa"
"1175" 3 1 1 0 "American and Australia"
"1176" 2 1 1 0 "North Africa"
"1177" 1 1 1 0 "North Africa"
"1178" 1 1 1 0 "North Africa"
"1179" 4 1 1 0 "North Africa"
"1180" 1 1 1 0 "Rest of Africa"
"1181" 1 1 1 0 "North Africa"
"1182" 2 1 1 0 "North Africa"
"1183" 3 1 1 0 "North Africa"
"1184" 1 1 0 0 "Rest of Africa"
"1185" 1 1 1 0 "Rest of Africa"
"1186" 1 1 1 1 "Rest of Africa"
"1187" 1 1 1 0 "Surinam"
"1188" 1 1 1 0 "North Africa"
"1189" 1 1 1 0 "North Africa"
"1190" 2 1 1 0 "North Africa"
"1191" 1 0 1 0 "Surinam"
"1192" 1 1 1 0 "Asia"
"1193" 1 1 1 0 "North Africa"
"1194" 1 1 1 0 "Asia"
"1195" 1 1 1 0 "Asia"
"1196" 1 1 1 0 "Asia"
"1197" 1 1 1 0 "Asia"
"1198" 1 1 1 0 "Asia"
"1199" 1 1 1 0 "Asia"
"1200" 1 1 1 0 "Asia"
"1201" 1 1 1 0 "Asia"
"1202" 1 1 1 1 "North Africa"
"1203" 1 1 1 0 "North Africa"
"1204" 1 1 1 0 "North Africa"
"1205" 1 1 1 0 "North Africa"
"1206" 1 0 1 0 "American and Australia"
"1207" 1 1 1 0 "North Africa"
"1208" 1 1 1 0 "North Africa"
"1209" 1 1 1 0 "North Africa"
"1210" 1 1 1 0 "North Africa"
"1211" 1 1 1 0 "North Africa"
"1212" 1 0 1 0 "Surinam"
"1213" 4 1 1 0 "North Africa"
"1214" 1 1 1 0 "Turkey"
"1215" 1 1 1 0 "North Africa"
"1216" 1 1 1 0 "North Africa"
"1217" 1 1 1 0 "North Africa"
"1218" 1 1 1 0 "Turkey"
"1219" 1 1 1 0 "Turkey"
"1220" 1 1 1 0 "Rest of Africa"
"1221" 1 1 0 0 "North Africa"
"1222" 1 1 1 0 "North Africa"
"1223" 1 1 1 0 "North Africa"
"1224" 2 1 1 0 "North Africa"
"1225" 1 1 1 0 "Rest of Africa"
"1226" 2 1 1 0 "North Africa"
"1227" 2 1 1 0 "North Africa"
"1228" 1 1 1 0 "American and Australia"
"1229" 1 1 1 0 "North Africa"
"1230" 2 1 1 0 "North Africa"
"1231" 1 1 1 0 "Asia"
"1232" 1 1 1 0 "Asia"
"1233" 1 1 1 0 "Asia"
"1234" 1 1 1 0 "North Africa"
"1235" 1 1 1 0 "North Africa"
"1236" 2 1 1 0 "North Africa"
"1237" 2 1 0 0 "North Africa"
"1238" 1 1 1 0 "Asia"
"1239" 1 1 1 0 "North Africa"
"1240" 1 1 1 0 "Asia"
"1241" 2 1 1 1 "North Africa"
"1242" 1 1 1 0 "American and Australia"
"1243" 2 1 1 0 "North Africa"
"1244" 1 1 1 0 "American and Australia"
"1245" 1 1 1 0 "American and Australia"
"1246" 1 1 1 0 "North Africa"
"1247" 1 1 1 0 "North Africa"
"1248" 1 1 1 1 "North Africa"
"1249" 1 1 1 0 "Rest of Africa"
"1250" 1 1 1 0 "Rest of Africa"
"1251" 1 1 1 0 "Rest of Africa"
"1252" 1 1 1 0 "American and Australia"
"1253" 2 0 1 0 "Rest of Africa"
"1254" 1 1 1 0 "Asia"
"1255" 1 1 1 0 "North Africa"
"1256" 1 1 1 0 "North Africa"
"1257" 1 1 1 0 "Rest of Africa"
"1258" 1 1 1 0 "Rest of Africa"
"1259" 1 1 1 0 "Asia"
"1260" 1 1 1 0 "North Africa"
"1261" 1 1 1 0 "North Africa"
"1262" 1 1 1 0 "North Africa"
"1263" 1 1 1 0 "Asia"
"1264" 4 1 1 0 "North Africa"
"1265" 2 1 1 0 "North Africa"
"1266" 1 1 1 0 "North Africa"
"1267" 1 1 1 0 "Rest of Africa"
"1268" 1 1 1 0 "North Africa"
"1269" 1 1 1 0 "Asia"
"1270" 1 1 1 0 "Asia"
"1271" 1 1 1 0 "Asia"
"1272" 1 0 1 1 "Rest of Africa"
"1273" 1 1 1 0 "North Africa"
"1274" 2 1 1 0 "North Africa"
"1275" 1 1 1 0 "Rest of Africa"
"1276" 2 1 1 0 "North Africa"
"1277" 1 1 1 0 "Asia"
"1278" 1 1 1 0 "North Africa"
"1279" 1 1 1 0 "North Africa"
"1280" 1 1 1 0 "Rest of Africa"
"1281" 1 1 1 0 "North Africa"
"1282" 1 1 1 0 "Asia"
"1283" 1 1 1 0 "Asia"
"1284" 1 1 1 0 "Asia"
"1285" 1 1 1 0 "Asia"
"1286" 1 1 1 0 "North Africa"
"1287" 1 1 1 0 "Rest of Africa"
"1288" 1 1 1 0 "North Africa"
"1289" 1 1 0 0 "American and Australia"
"1290" 1 1 1 0 "American and Australia"
"1291" 2 1 1 0 "North Africa"
"1292" 2 1 1 1 "American and Australia"
"1293" 1 1 1 0 "North Africa"
"1294" 1 1 1 0 "North Africa"
"1295" 3 1 1 0 "North Africa"
"1296" 1 1 1 0 "North Africa"
"1297" 1 1 1 0 "North Africa"
"1298" 1 1 1 0 "North Africa"
"1299" 2 1 1 1 "American and Australia"
"1300" 1 1 1 0 "North Africa"
"1301" 2 1 1 1 "North Africa"
"1302" 1 1 1 0 "North Africa"
"1303" 3 1 1 0 "North Africa"
"1304" 3 1 1 0 "North Africa"
"1305" 1 1 1 0 "North Africa"
"1306" 1 1 1 0 "Turkey"
"1307" 1 1 1 0 "North Africa"
"1308" 1 1 1 0 "American and Australia"
"1309" 1 1 1 0 "North Africa"
"1310" 1 1 1 0 "Asia"
"1311" 1 1 1 0 "Asia"
"1312" 1 0 1 0 "Asia"
"1313" 1 1 1 0 "North Africa"
"1314" 1 1 1 1 "North Africa"
"1315" 1 1 1 0 "Asia"
"1316" 2 1 1 0 "North Africa"
"1317" 1 1 1 0 "North Africa"
"1318" 1 1 1 0 "North Africa"
"1319" 1 1 1 0 "Asia"
"1320" 1 1 1 0 "North Africa"
"1321" 2 1 1 0 "Rest of Africa"
"1322" 1 1 1 0 "Rest of Africa"
"1323" 2 1 1 0 "North Africa"
"1324" 1 1 1 1 "North Africa"
"1325" 1 1 1 0 "North Africa"
"1326" 1 1 1 0 "North Africa"
"1327" 4 1 1 0 "North Africa"
"1328" 1 1 1 0 "American and Australia"
"1329" 1 1 1 1 "Rest of Africa"
"1330" 1 1 1 1 "North Africa"
"1331" 2 1 1 0 "North Africa"
"1332" 1 1 1 0 "North Africa"
"1333" 1 1 1 0 "North Africa"
"1334" 1 1 1 0 "North Africa"
"1335" 1 1 1 0 "North Africa"
"1336" 2 1 1 1 "North Africa"
"1337" 1 0 1 0 "Surinam"
"1338" 2 1 1 0 "North Africa"
"1339" 1 1 1 0 "North Africa"
"1340" 2 1 1 0 "North Africa"
"1341" 2 1 1 1 "North Africa"
"1342" 1 1 1 0 "Asia"
"1343" 1 1 1 0 "Asia"
"1344" 1 1 1 0 "Rest of Africa"
"1345" 1 1 1 1 "American and Australia"
"1346" 1 1 1 1 "North Africa"
"1347" 1 1 1 1 "North Africa"
"1348" 3 1 1 0 "North Africa"
"1349" 1 1 1 0 "North Africa"
"1350" 1 1 1 1 "Rest of Africa"
"1351" 1 1 1 0 "North Africa"
"1352" 1 1 1 1 "North Africa"
"1353" 1 1 1 1 "North Africa"
"1354" 2 1 1 1 "North Africa"
"1355" 2 1 1 0 "North Africa"
"1356" 1 1 1 0 "North Africa"
"1357" 1 1 1 0 "Rest of Africa"
"1358" 1 1 1 0 "American and Australia"
"1359" 1 1 1 0 "North Africa"
"1360" 1 1 1 0 "North Africa"
"1361" 1 1 1 0 "Rest of Africa"
"1362" 1 1 1 0 "American and Australia"
"1363" 1 1 1 0 "Asia"
"1364" 1 0 1 0 "Rest of Africa"
"1365" 2 1 1 0 "American and Australia"
"1366" 1 1 1 0 "North Africa"
"1367" 1 1 1 0 "North Africa"
"1368" 1 1 1 0 "Asia"
"1369" 1 0 1 1 "American and Australia"
"1370" 1 1 1 0 "North Africa"
"1371" 1 1 1 0 "North Africa"
"1372" 1 1 1 0 "North Africa"
"1373" 2 1 1 0 "North Africa"
"1374" 1 1 1 0 "North Africa"
"1375" 1 1 1 1 "North Africa"
"1376" 1 1 1 0 "North Africa"
"1377" 1 1 1 0 "North Africa"
"1378" 1 1 1 0 "North Africa"
"1379" 2 1 1 0 "Rest of Africa"
"1380" 2 1 1 0 "North Africa"
"1381" 1 1 1 0 "North Africa"
"1382" 1 1 1 0 "North Africa"
"1383" 3 1 1 0 "North Africa"
"1384" 1 1 1 1 "North Africa"
"1385" 1 1 1 0 "Rest of Africa"
"1386" 1 1 1 1 "North Africa"
"1387" 1 1 1 0 "North Africa"
"1388" 1 0 1 0 "North Africa"
"1389" 1 1 1 0 "North Africa"
"1390" 2 1 1 0 "North Africa"
"1391" 1 1 1 0 "Asia"
"1392" 1 1 1 0 "North Africa"
"1393" 1 1 1 0 "North Africa"
"1394" 1 0 1 0 "North Africa"
"1395" 1 1 1 0 "North Africa"
"1396" 1 1 1 0 "North Africa"
"1397" 1 1 1 0 "North Africa"
"1398" 1 1 1 0 "North Africa"
"1399" 1 1 1 0 "Asia"
"1400" 1 1 1 0 "North Africa"
"1401" 1 1 1 0 "North Africa"
"1402" 1 1 1 0 "North Africa"
"1403" 1 1 1 0 "North Africa"
"1404" 1 1 1 0 "Asia"
"1405" 1 1 1 0 "North Africa"
"1406" 1 1 1 0 "North Africa"
"1407" 1 1 1 0 "North Africa"
"1408" 1 1 1 0 "North Africa"
"1409" 1 1 1 0 "North Africa"
"1410" 1 1 1 0 "North Africa"
"1411" 1 1 1 0 "North Africa"
"1412" 1 1 1 0 "North Africa"
"1413" 1 1 1 0 "Asia"
"1414" 1 1 1 0 "American and Australia"
"1415" 1 1 1 0 "North Africa"
"1416" 1 1 1 0 "North Africa"
"1417" 1 1 1 0 "North Africa"
"1418" 1 1 1 1 "North Africa"
"1419" 1 1 1 0 "North Africa"
"1420" 1 1 1 1 "North Africa"
"1421" 1 1 1 0 "North Africa"
"1422" 2 1 1 0 "North Africa"
